2008-08-05	4
2008-08-07	1
2008-08-12	1
2008-08-14	2
2008-08-16	1
2008-08-21	4
2008-08-23	1
2008-08-25	1
2008-08-27	2
2008-08-29	1
2008-09-02	2
2008-09-04	3
2008-09-06	1
2008-09-08	5
2008-09-11	4
2008-09-15	18775
2008-09-17	3443
2008-09-19	2375
2008-09-20	1000
2008-09-22	1761
2008-09-24	1586
2008-09-26	1378
2008-09-28	550
2008-10-02	1209
2008-10-04	480
2008-10-06	899
2008-10-08	958
2008-10-11	341
2008-10-13	757
2008-10-15	856
2008-10-17	454
2008-10-19	389
2008-10-20	766
2008-10-22	974
2008-10-24	849
2008-10-26	415
2008-10-28	693
2008-10-31	645
2008-11-01	266
2008-11-03	605
2008-11-05	703
2008-11-07	711
2008-11-09	345
2008-11-10	567
2008-11-12	652
2008-11-14	607
2008-11-16	312
2008-11-18	593
2008-11-21	674
2008-11-23	283
2008-11-25	667
2008-11-27	487
2008-11-29	261
2008-11-30	229
2008-12-02	678
2008-12-04	660
2008-12-06	315
2008-12-08	565
2008-12-11	628
2008-12-13	318
2008-12-15	586
2008-12-17	626
2008-12-19	580
2008-12-20	289
2008-12-22	493
2008-12-24	395
2008-12-26	246
2008-12-28	295
2008-12-31	566
2009-01-01	285
2009-01-03	421
2009-01-05	759
2009-01-07	804
2009-01-09	795
2009-01-10	403
2009-01-12	721
2009-01-14	807
2009-01-16	682
2009-01-18	380
2009-01-21	768
2009-01-23	793
2009-01-25	328
2009-01-27	781
2009-01-29	821
2009-01-30	779
2009-02-02	712
2009-02-04	859
2009-02-06	820
2009-02-08	432
2009-02-11	904
2009-02-13	868
2009-02-15	404
2009-02-17	964
2009-02-19	911
2009-02-20	877
2009-02-22	414
2009-02-24	802
2009-02-26	853
2009-02-28	398
2009-03-01	369
2009-03-03	834
2009-03-05	855
2009-03-07	412
2009-03-09	752
2009-03-10	863
2009-03-12	868
2009-03-14	399
2009-03-16	681
2009-03-18	792
2009-03-21	389
2009-03-23	778
2009-03-25	909
2009-03-27	863
2009-03-29	415
2009-03-30	755
2009-04-02	847
2009-04-04	386
2009-04-06	126
2009-04-08	21
2009-04-11	3822
2009-04-13	619
2009-04-15	821
2009-04-17	784
2009-04-19	392
2009-04-20	786
2009-04-22	802
2009-04-24	820
2009-04-26	403
2009-04-28	807
2009-05-01	859
2009-05-03	498
2009-05-05	1003
2009-05-07	1046
2009-05-09	433
2009-05-10	424
2009-05-12	956
2009-05-14	1049
2009-05-16	528
2009-05-18	903
2009-05-21	1030
2009-05-23	485
2009-05-25	693
2009-05-27	929
2009-05-29	927
2009-05-30	494
2009-06-02	985
2009-06-04	1155
2009-06-06	460
2009-06-08	901
2009-06-11	1189
2009-06-13	448
2009-06-15	937
2009-06-17	1145
2009-06-19	1007
2009-06-20	507
2009-06-22	960
2009-06-24	1252
2009-06-26	1740
2009-06-28	503
2009-07-01	1059
2009-07-03	869
2009-07-05	488
2009-07-07	1220
2009-07-09	1158
2009-07-10	1059
2009-07-12	457
2009-07-14	1225
2009-07-16	1190
2009-07-18	526
2009-07-21	1237
2009-07-23	1274
2009-07-25	534
2009-07-27	1101
2009-07-29	1258
2009-07-30	1174
2009-08-02	661
2009-08-04	1280
2009-08-06	1265
2009-08-08	563
2009-08-11	1282
2009-08-13	1225
2009-08-15	565
2009-08-17	1132
2009-08-19	1250
2009-08-20	1316
2009-08-22	585
2009-08-24	1155
2009-08-26	1239
2009-08-28	1178
2009-08-31	1015
2009-09-01	1101
2009-09-03	1271
2009-09-05	541
2009-09-07	890
2009-09-09	1266
2009-09-10	1126
2009-09-12	668
2009-09-14	1044
2009-09-16	2247
2009-09-18	1692
2009-09-21	1158
2009-09-23	1272
2009-09-25	1137
2009-09-27	579
2009-09-29	1293
2009-09-30	1187
2009-10-01	1250
2009-10-03	631
2009-10-05	1142
2009-10-07	1305
2009-10-09	1147
2009-10-10	647
2009-10-12	1119
2009-10-14	1399
2009-10-16	1156
2009-10-18	668
2009-10-21	1479
2009-10-23	1343
